Ticker,Nombre,Sector,ETF Sector,Precio Actual,RSC Mansfield Activo,Momentum (MOM),RSC Mansfield Sector,VPM5,Distancia % WMA30,Dirección Coppock SP500
CVX,Chevron Corporation,Energy,XLE,191.1,0.6133,0.0513,1.2554,0.2496,5.13,↑ Alcista
