Ticker,Sector,Fecha Entrada,Precio Entrada,Nº Acciones,Capital Invertido,Fecha Salida,Precio Salida,Motivo Salida,Semanas en Pos.,Retorno %,P&L USD
CPRT,Industrials,2025-04-21,60.900001525878906,21.0763,1283.55,2025-05-19,53.66999816894531,S1_rsc_debil,4,-11.87,-152.38
DPZ,Consumer Discretionary,2025-04-21,476.51177978515625,2.6936,1283.55,2025-06-23,437.9464416503906,S1_rsc_debil,9,-8.09,-103.88
KO,Consumer Staples,2025-04-21,69.43585968017578,18.4853,1283.55,2025-07-21,67.26499938964844,S1_rsc_debil,13,-3.13,-40.13
MTB,Financials,2025-06-23,188.1874237060547,6.2686,1179.67,2025-07-28,179.65110778808594,S1_rsc_debil,5,-4.54,-53.51
RSG,Industrials,2025-04-21,240.21426391601562,5.3433,1283.55,2025-08-11,230.1970672607422,S1_rsc_debil,16,-4.17,-53.53
CME,Financials,2025-04-21,255.1593017578125,5.0304,1283.55,2025-09-15,252.94036865234375,S1_rsc_debil,21,-0.87,-11.16
BR,Industrials,2025-07-21,248.57647705078125,5.0021,1243.42,2025-09-15,237.51890563964844,S1_rsc_debil,8,-4.45,-55.31
T,Communication Services,2025-04-21,25.349409103393555,50.6342,1283.55,2025-09-29,25.841445922851562,S1_rsc_debil,23,1.94,24.91
MO,Consumer Staples,2025-04-21,53.6287727355957,23.9339,1283.55,2025-10-27,53.65192794799805,S1_rsc_debil,27,0.04,0.55
BA,Industrials,2025-04-21,177.9499969482422,7.213,1283.55,2025-10-27,201.02000427246094,S1_rsc_debil,27,12.96,166.4
ATO,Utilities,2025-04-21,153.8290557861328,8.344,1283.55,2026-01-05,164.92562866210938,S1_rsc_debil,37,7.21,92.59
DELL,Information Technology,2025-11-24,132.359619140625,9.4874,1255.74,2026-01-05,119.72415924072266,S1_rsc_debil,6,-9.55,-119.88
HPE,Information Technology,2025-12-29,23.945091247558594,52.4426,1255.74,2026-01-19,20.854124069213867,S1_rsc_debil,3,-12.91,-162.1
COF,Financials,2025-06-02,195.26504516601562,5.793,1131.16,2026-02-09,205.69659423828125,S1_rsc_debil,36,5.34,60.43
TKO,Communication Services,2025-04-21,154.3375244140625,8.3165,1283.55,2026-03-09,193.0371856689453,S2_mercado_bajista,46,25.07,321.85
FE,Utilities,2025-10-20,45.28308868408203,27.3622,1239.05,2026-03-09,50.63772964477539,S2_mercado_bajista,20,11.82,146.52
AEP,Utilities,2025-10-20,113.34674835205078,10.9315,1239.05,2026-03-09,132.64666748046875,S2_mercado_bajista,20,17.03,210.98
JBL,Information Technology,2025-10-20,212.2411651611328,5.8379,1239.05,2026-03-09,250.59339904785156,S2_mercado_bajista,20,18.07,223.9
TEL,Information Technology,2025-11-24,224.59095764160156,5.5912,1255.74,2026-03-09,198.6421661376953,S2_mercado_bajista,15,-11.55,-145.09
AVGO,Information Technology,2025-12-29,346.3441467285156,3.6257,1255.74,2026-03-09,320.9776306152344,S2_mercado_bajista,10,-7.32,-91.97
PPL,Utilities,2026-04-06,39.33391189575195,33.291,1309.46,2026-05-04,35.62372589111328,S1_rsc_debil,4,-9.43,-123.52
CMS,Utilities,2026-04-06,78.76822662353516,16.6243,1309.46,2026-05-04,72.61000061035156,S1_rsc_debil,4,-7.82,-102.38
LHX,Industrials,2026-04-06,352.1632080078125,3.7183,1309.46,2026-05-04,298.4309387207031,S1_rsc_debil,4,-15.26,-199.8
DUK,Utilities,2026-04-06,130.66091918945312,10.0219,1309.46,2026-05-04,123.106201171875,S1_rsc_debil,4,-5.78,-75.71
PH,Industrials,2026-04-06,982.0103149414062,1.3335,1309.46,2026-05-11,862.719970703125,S1_rsc_debil,5,-12.15,-159.07
SNA,Industrials,2026-04-06,377.14599609375,3.472,1309.46,2026-05-11,357.2120361328125,S1_rsc_debil,5,-5.29,-69.21
CVX,Energy,2026-04-06,186.83871459960938,7.0085,1309.46,2026-06-29,169.1999969482422,S1_rsc_debil,12,-9.44,-123.62
DVN,Energy,2026-05-04,45.28788375854492,27.8071,1259.32,2026-06-29,40.470001220703125,S1_rsc_debil,8,-10.64,-133.97
OXY,Energy,2026-05-04,52.78618240356445,23.8571,1259.32,2026-06-29,48.90999984741211,S1_rsc_debil,8,-7.34,-92.47
COP,Energy,2026-05-04,113.02999877929688,8.4799,958.49,2026-06-29,104.7300033569336,S1_rsc_debil,8,-7.34,-70.38
BKR,Energy,2026-05-25,63.880001068115234,18.0675,1154.15,2026-06-29,52.779998779296875,S1_rsc_debil,5,-17.38,-200.55
