Ticker,Sector,Fecha Entrada,Precio Entrada,Nº Acciones,Capital Invertido,Fecha Salida,Precio Salida,Motivo Salida,Semanas en Pos.,Retorno %,P&L USD
MSCI,Financials,2022-10-24,453.3864440917969,4.3788,1985.3,2022-10-31,440.61468505859375,S2_mercado_bajista,1,-2.82,-55.93
URI,Industrials,2022-10-24,298.54852294921875,6.6498,1985.3,2022-10-31,312.31915283203125,S2_mercado_bajista,1,4.61,91.57
PKG,Materials,2022-11-28,123.84525299072266,16.0553,1988.38,2023-05-15,118.56260681152344,S1_rsc_debil,24,-4.27,-84.81
HUM,Health Care,2022-11-28,524.4754028320312,3.7912,1988.38,2023-05-22,477.94268798828125,S1_rsc_debil,25,-8.87,-176.41
CLX,Consumer Staples,2022-11-28,132.833251953125,14.969,1988.38,2023-07-10,138.3768310546875,S1_rsc_debil,32,4.17,82.98
IT,Information Technology,2023-05-22,343.260009765625,5.2787,1811.97,2023-07-31,336.8299865722656,S1_rsc_debil,10,-1.87,-33.94
FSLR,Information Technology,2023-05-15,203.52999877929688,9.3527,1903.56,2023-08-21,177.4499969482422,S1_rsc_debil,14,-12.81,-243.92
DRI,Consumer Discretionary,2023-07-10,151.87278747558594,12.8577,1952.73,2023-09-04,135.5462646484375,S1_rsc_debil,8,-10.75,-209.92
MCK,Health Care,2022-11-28,380.4822998046875,5.2259,1988.38,2023-10-02,439.89111328125,S2_mercado_bajista,44,15.61,310.47
PH,Industrials,2022-11-28,285.6006164550781,6.9621,1988.38,2023-10-02,380.7629699707031,S2_mercado_bajista,44,33.32,662.53
LULU,Consumer Discretionary,2023-10-30,407.92999267578125,5.0248,2049.77,2024-03-18,403.19000244140625,S1_rsc_debil,20,-1.16,-23.82
ROP,Information Technology,2023-10-30,493.1861877441406,4.1562,2049.77,2024-04-01,534.404052734375,S1_rsc_debil,22,8.36,171.31
ETR,Utilities,2024-05-27,53.10007858276367,39.1576,2079.27,2024-06-10,50.518001556396484,S1_rsc_debil,2,-4.86,-101.11
CMG,Consumer Discretionary,2023-10-30,40.81060028076172,50.2265,2049.77,2024-07-22,49.83000183105469,S1_rsc_debil,38,22.1,453.01
WDC,Information Technology,2023-10-30,32.361289978027344,63.3403,2049.77,2024-07-29,43.06059646606445,S1_rsc_debil,39,33.06,677.7
PRU,Financials,2024-08-26,110.97197723388672,20.5925,2285.19,2024-12-09,111.48014068603516,S1_rsc_debil,15,0.46,10.46
ICE,Financials,2024-03-25,133.74256896972656,15.1482,2025.95,2024-12-23,147.60958862304688,S1_rsc_debil,39,10.37,210.06
HLT,Consumer Discretionary,2023-10-30,155.73089599609375,13.1623,2049.77,2025-03-03,246.4844970703125,S2_mercado_bajista,70,58.28,1194.52
GEN,Information Technology,2024-06-10,23.495779037475586,87.6348,2059.05,2025-03-03,27.549623489379883,S2_mercado_bajista,38,17.25,355.26
MET,Financials,2024-08-26,73.67826843261719,31.0158,2285.19,2025-03-03,79.26593780517578,S2_mercado_bajista,27,7.58,173.31
FISV,Financials,2024-12-09,204.66000366210938,11.176,2287.28,2025-03-03,218.0399932861328,S2_mercado_bajista,12,6.54,149.53
PNC,Financials,2025-01-20,189.53781127929688,12.2893,2329.3,2025-03-03,170.76739501953125,S2_mercado_bajista,6,-9.9,-230.68
DPZ,Consumer Discretionary,2025-04-21,476.5117492675781,5.5774,2657.69,2025-06-23,437.9464416503906,S1_rsc_debil,9,-8.09,-215.09
MTB,Financials,2025-06-23,188.1874237060547,12.9796,2442.59,2025-07-28,179.65110778808594,S1_rsc_debil,5,-4.54,-110.8
RSG,Industrials,2025-04-21,240.21424865722656,11.0638,2657.69,2025-08-11,230.1970672607422,S1_rsc_debil,16,-4.17,-110.83
CME,Financials,2025-04-21,255.1593017578125,10.4158,2657.69,2025-09-15,252.9403839111328,S1_rsc_debil,21,-0.87,-23.11
T,Communication Services,2025-04-21,25.349409103393555,104.8421,2657.69,2025-09-29,25.84144401550293,S1_rsc_debil,23,1.94,51.59
ATO,Utilities,2025-04-21,153.82904052734375,17.2769,2657.69,2026-01-05,164.92562866210938,S1_rsc_debil,37,7.21,191.71
FE,Utilities,2025-10-20,45.28308868408203,56.8874,2576.04,2026-03-09,50.63772964477539,S2_mercado_bajista,20,11.82,304.61
AEP,Utilities,2025-10-20,113.34674835205078,22.727,2576.04,2026-03-09,132.64666748046875,S2_mercado_bajista,20,17.03,438.63
JBL,Information Technology,2025-10-20,212.24114990234375,12.1373,2576.04,2026-03-09,250.59339904785156,S2_mercado_bajista,20,18.07,465.49
TEL,Information Technology,2025-11-24,224.59095764160156,11.1064,2494.39,2026-03-09,198.6421661376953,S2_mercado_bajista,15,-11.55,-288.2
AVGO,Information Technology,2026-01-05,343.70391845703125,7.6065,2614.38,2026-03-09,320.9776306152344,S2_mercado_bajista,9,-6.61,-172.87
PPL,Utilities,2026-04-06,39.33391189575195,70.2679,2763.91,2026-05-04,35.62372589111328,S1_rsc_debil,4,-9.43,-260.71
CMS,Utilities,2026-04-06,78.76822662353516,35.0892,2763.91,2026-05-04,72.61000061035156,S1_rsc_debil,4,-7.82,-216.09
PH,Industrials,2026-04-06,982.0103149414062,2.8145,2763.91,2026-05-11,862.719970703125,S1_rsc_debil,5,-12.15,-335.75
CVX,Energy,2026-04-06,186.83871459960938,14.793,2763.91,2026-06-29,169.1999969482422,S1_rsc_debil,12,-9.44,-260.93
DVN,Energy,2026-05-04,45.28788375854492,52.6074,2382.48,2026-06-29,40.470001220703125,S1_rsc_debil,8,-10.64,-253.46
COP,Energy,2026-05-18,120.45999908447266,20.1574,2428.16,2026-06-29,104.7300033569336,S1_rsc_debil,6,-13.06,-317.08
