Ticker,Sector,Fecha Entrada,Precio Entrada,Nº Acciones,Capital Invertido,Fecha Salida,Precio Salida,Motivo Salida,Semanas en Pos.,Retorno %,P&L USD
ADI,Information Technology,2021-08-09,156.26748657226562,6.3993,1000.0,2021-08-30,149.87850952148438,S1_rsc_debil,3,-4.09,-40.88
ALLE,Industrials,2021-08-09,129.01466369628906,7.7511,1000.0,2021-10-18,125.1401138305664,S1_rsc_debil,10,-3.0,-30.03
AXP,Financials,2021-08-09,156.2866973876953,6.3985,1000.0,2021-11-22,147.93959045410156,S1_rsc_debil,15,-5.34,-53.41
HBAN,Financials,2021-08-09,12.144899368286133,82.3391,1000.0,2021-11-22,12.444225311279297,S1_rsc_debil,15,2.46,24.65
CFG,Financials,2021-08-09,36.69825744628906,27.2493,1000.0,2021-12-13,37.571617126464844,S1_rsc_debil,18,2.38,23.8
TT,Industrials,2021-12-06,191.83792114257812,5.1148,981.21,2022-01-10,170.36276245117188,S1_rsc_debil,5,-11.19,-109.84
APH,Information Technology,2021-08-09,35.3615608215332,28.2793,1000.0,2022-01-31,37.805152893066406,S2_mercado_bajista,25,6.91,69.1
IR,Industrials,2021-08-09,52.13772201538086,19.18,1000.0,2022-01-31,54.33428192138672,S2_mercado_bajista,25,4.21,42.13
KIM,Real Estate,2021-08-09,17.689592361450195,56.5304,1000.0,2022-01-31,19.41632843017578,S2_mercado_bajista,25,9.76,97.61
BEN,Financials,2021-08-09,25.578977584838867,39.0946,1000.0,2022-01-31,24.724634170532227,S2_mercado_bajista,25,-3.34,-33.4
EOG,Energy,2021-08-09,53.69847106933594,18.6225,1000.0,2022-01-31,92.9744873046875,S2_mercado_bajista,25,73.14,731.42
CB,Financials,2021-08-30,171.50656127929688,5.5923,959.12,2022-01-31,194.781982421875,S2_mercado_bajista,22,13.57,130.16
NDAQ,Financials,2021-10-18,62.98079299926758,15.401,969.97,2022-01-31,55.92027282714844,S2_mercado_bajista,15,-11.21,-108.74
PFG,Financials,2021-12-06,61.343502044677734,16.1392,990.03,2022-01-31,63.71237564086914,S2_mercado_bajista,8,3.86,38.23
CVX,Energy,2021-12-20,97.20730590820312,10.2092,992.41,2022-01-31,113.46560668945312,S2_mercado_bajista,6,16.73,165.98
VNO,Real Estate,2022-03-14,40.80473709106445,26.8272,1094.68,2022-04-04,36.66499710083008,S1_rsc_debil,3,-10.15,-111.06
CB,Financials,2022-03-14,200.17987060546875,5.4685,1094.68,2022-04-25,195.3909149169922,S2_mercado_bajista,6,-2.39,-26.19
RTX,Industrials,2022-03-14,88.88829803466797,12.3152,1094.68,2022-04-25,86.50932312011719,S2_mercado_bajista,6,-2.68,-29.3
EXC,Utilities,2022-03-14,37.11186218261719,29.4967,1094.68,2022-04-25,40.140865325927734,S2_mercado_bajista,6,8.16,89.35
EXPE,Consumer Discretionary,2022-03-14,190.8131561279297,5.7369,1094.68,2022-04-25,172.60899353027344,S2_mercado_bajista,6,-9.54,-104.44
DOW,Materials,2022-03-14,49.185523986816406,22.2561,1094.68,2022-04-25,52.42566680908203,S2_mercado_bajista,6,6.59,72.11
LYB,Materials,2022-03-14,75.20703125,14.5555,1094.68,2022-04-25,77.85025024414062,S2_mercado_bajista,6,3.51,38.47
CINF,Financials,2022-03-14,114.86656188964844,9.53,1094.68,2022-04-25,110.1260757446289,S2_mercado_bajista,6,-4.13,-45.18
HPE,Information Technology,2022-03-14,15.143280982971191,72.288,1094.68,2022-04-25,13.694719314575195,S2_mercado_bajista,6,-9.57,-104.71
L,Financials,2022-03-14,62.3634033203125,17.5532,1094.68,2022-04-25,61.949371337890625,S2_mercado_bajista,6,-0.66,-7.27
LLY,Health Care,2022-05-30,291.8042297363281,3.6732,1071.86,2022-06-06,287.315673828125,S2_mercado_bajista,1,-1.54,-16.49
HPQ,Information Technology,2022-05-30,33.754478454589844,31.7545,1071.86,2022-06-06,30.103967666625977,S2_mercado_bajista,1,-10.81,-115.92
AMT,Real Estate,2022-05-30,231.57437133789062,4.6286,1071.86,2022-06-06,217.9262237548828,S2_mercado_bajista,1,-5.89,-63.17
PTC,Information Technology,2022-05-30,118.55999755859375,9.0406,1071.86,2022-06-06,109.08999633789062,S2_mercado_bajista,1,-7.99,-85.61
DOW,Materials,2022-05-30,53.39444351196289,20.0743,1071.86,2022-06-06,49.28411102294922,S2_mercado_bajista,1,-7.7,-82.51
MCK,Health Care,2022-05-30,310.271240234375,3.4546,1071.86,2022-06-06,307.28985595703125,S2_mercado_bajista,1,-0.96,-10.3
