Ticker,Precio Actual,RSC Mansfield,S1 RSC < -0.5,S3 Coppock Bajista,SALIDA,Motivo,Error,Sector,Precio Entrada,Rentabilidad %
CVX,191.43,0.6077,False,False,False,—,,Energy,192.79,-0.71
