Ticker,Nombre,Sector,ETF Sector,Precio Actual,WMA30,RSC Mansfield Activo,RSC Mansfield Sector,VPM5,Distancia % WMA30,Dirección Coppock SP500
CVX,Chevron Corporation,Energy,XLE,191.1,181.78,0.6133,1.2554,0.9078,5.13,↑ Alcista
